year,organization group,job,salaries,overtime,other salaries,retirement,health and dental,other benefits
2013,"Public Works, Transportation & Commerce",School Crossing Guard,2858.24,0,0,0,1110.01,221.29
2013,Community Health,Health Care Billing Clerk 1,61749.04,0,1080,12346.49,12918.25,4824.14
2013,Culture & Recreation,Recreation Leader,5547.81,0,160.65,0,0,450.96
2013,Public Protection,Police Officer,92259.05,2315.8,7127.28,17921.28,12918.25,3880.18
2013,Community Health,Medical Social Worker,90693.01,0,1633,18141.4,12918.24,7630.53
2013,"Public Works, Transportation & Commerce",Transit Operator,14362.97,4101.5,58.64,3758.69,2909.9,1368.01
2013,"Public Works, Transportation & Commerce",Contract Compliance Officer 2,46546.72,0,0,4968.84,4896.07,3496.98
2013,Public Protection,Police Officer 3,127590,8111.39,10075.41,24307.43,12918.24,2220.78
2013,"Public Works, Transportation & Commerce",IS Business Analyst,90962.2,0,980,16742.65,12801.79,7165.72
2013,Community Health,Senior Physician Specialist,188006.03,0,9401.55,34960.88,12801.79,11214.27
2013,Public Protection,Storekeeper,7902,0,0,1961.28,2153.04,588.44
2013,Culture & Recreation,Public Service Trainee,580.25,0,0,0,328.93,44.93
2013,Culture & Recreation,Truck Driver,29060.83,0,0,0,5047.68,2249.89
2013,"Public Works, Transportation & Commerce",Custodian,55026,0,5014,11394.38,12918.24,4938.79
2013,Public Protection,Employment & Training Spec 5,95368,0,624,17480.07,12801.79,8042.59
2013,"Public Works, Transportation & Commerce","Aprntcstatnry Eng,Wtrtreatplnt",68144.8,1663.58,5893.38,13332.37,12801.77,6300.49
2013,Public Protection,Community Police Services Aide,63796.37,6074.89,3234.84,11932.12,12826.41,6030.91
2013,Human Welfare & Neighborhood Development,Eligibility Worker,65448,0,0,12860.45,12918.24,5201.85
2013,"Public Works, Transportation & Commerce",Transit Operator,31634.67,3480,199.42,8106.24,8850.31,2477.78
2013,Community Health,Registered Nurse,106048.81,1565.63,18806.03,20535.02,11295.72,2817.42
2013,"Public Works, Transportation & Commerce",Public Information Officer,2418,0,0,600.15,478.45,187.2
2013,Public Protection,Sr Human Resources Analyst,32900.4,0,0,6849.88,3731.94,2629.89
2013,"Public Works, Transportation & Commerce",General Laborer,59878,12958.03,6910.37,11863.39,12801.79,6109.42
2013,"Public Works, Transportation & Commerce",General Laborer,62230.71,388.63,949.39,12426.89,12868.88,5245.44
2013,Community Health,IS Business Analyst-Principal,121890.81,0,0,21586.79,12801.79,9605.35
2013,"Public Works, Transportation & Commerce",Custodian,55026,0,5631.56,11520.56,12918.24,4491.36
2013,Community Health,Patient Care Assistant,61805.2,32501.05,8399.8,12136.05,12013.98,8388.59
2013,General Administration & Finance,Customer Service Agent,67129.09,135.18,0,12224.28,12425.85,5560.08
2013,General Administration & Finance,Legislative Assistant,98811.08,0,0,19423.66,12918.24,8136.09
2013,"Public Works, Transportation & Commerce",Transit Operator,67307.34,14537.31,1639.85,18643.75,13636.28,6566.82
2013,Community Health,Porter,53191.84,0,3707.4,9800.29,12851.03,4503.65
2013,Public Protection,Police Officer,89354.58,1537.67,2973.47,15828.87,12875.65,4658.86
2013,"Public Works, Transportation & Commerce","Station Agent, Muni Railway",25945.36,12926.12,734.23,4782.12,4268.78,3223.24
2013,Culture & Recreation,Librarian 1,82269.03,0,1675.37,16485.2,12918.24,6674.2
2013,"Public Works, Transportation & Commerce",Transit Operator,65042,4775.08,769.01,16842.89,13560.78,5292.89
2013,Community Health,Patient Care Assistant,48371,15453.59,7156.57,11856.55,12020.85,5659.01
2013,Human Welfare & Neighborhood Development,Senior Eligibility Worker,75033.07,0,1540,15052.83,12918.24,6315.42
2013,Public Protection,Superior Court Judge,5605.34,0,32.8,0,7368.18,82.19
2013,"Public Works, Transportation & Commerce",IS Administrator-Supervisor,66539.07,0,0,11978.84,7688.63,5363.65
2013,Culture & Recreation,Public Service Trainee,6534.5,0,0,0,2872.71,505.89
2013,Culture & Recreation,Museum Guard,59116.89,3619.94,6715.77,11388.54,12800.25,5286.43
2013,Community Health,Senior Health Program Planner,103005.01,0,0,20240.3,12918.24,8360.38
2013,Community Health,Patient Care Assistant,55399.42,0,3180.82,10317.57,11309.03,4633.51
2013,Community Health,Special Nurse,5728.56,0,313.23,951.53,0,3178.11
2013,Public Protection,Police Officer,116478.01,12077.53,22864.74,22154.15,12918.24,2573.12
2013,Public Protection,Deputy Sheriff,91205.5,0,2813.46,18408.97,12801.79,269.79
2013,"Public Works, Transportation & Commerce","Rep, Human Rights Comm",5215,0,0,949.66,738.57,443.82
2013,Culture & Recreation,Librarian 1,78246.2,0,1716.47,14561.2,12639.67,6579.18
2013,Culture & Recreation,Public Service Trainee,2481.01,0,27.88,0,1477.12,194.26
2013,General Administration & Finance,Legal Secretary 1,12881,0,0,0,2631.49,1055.67
2013,"Public Works, Transportation & Commerce",Automotive Service Worker,61646,0,157.2,11256.01,12801.8,5169.57
2013,Community Health,Special Nurse,45516.05,0,517.58,0,4465.24,3596.49
2013,General Administration & Finance,Assistant Retirement Analyst,28656,0,0,0,5741.44,608.9
2013,Public Protection,Deputy Probation Officer SFERS,60164,0,0,11840.67,12918.24,1001.31
2013,Community Health,Health Care Billing Clerk 2,69057.1,0,0,13574.81,12851.26,5705.27
2013,"Public Works, Transportation & Commerce",Transit Operator,53756.47,9205.27,599.87,14504.32,10890.93,5000.39
2013,General Administration & Finance,Performance Analyst II,57457.27,0,0,10728.69,8133.71,4657.1
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,3907.54,0,0,0,1782.24,302.52
2013,"Public Works, Transportation & Commerce",Manager III,128816.7,0,0,22813.52,12801.79,9317.67
2013,General Administration & Finance,Clerk,18303.78,153.91,160,3823.85,4330,1577.51
2013,Public Protection,Deputy Sheriff,91488.86,595.39,14467.9,20746.29,12844.87,1693.7
2013,Public Protection,Police Officer 3,120041.5,49373.78,14914.39,21405.86,12924.88,3028.61
2013,Culture & Recreation,Nursery Specialist,74810.43,1249.5,885.94,14688.73,12918.24,6355.49
2013,"Public Works, Transportation & Commerce","Manager II, Municipal Transportation Age",1673,0,0,0,0,132.16
2013,"Public Works, Transportation & Commerce",Transit Planner 2,77956.02,0,0,15343.75,12918.25,6285.68
2013,"Public Works, Transportation & Commerce",Assistant Purchaser,49931.01,821.56,0,2783.4,12063.22,3962.07
2013,"Public Works, Transportation & Commerce",Transit Operator,52838.59,2773.66,2483.5,12903.15,14030.12,4214.43
2013,Public Protection,Sergeant 3,143289.03,18562.08,14194.02,27276.03,12918.24,2806.99
2013,"Public Works, Transportation & Commerce",Personnel Analyst,89215.5,0,0,17537.61,12918.24,7338.67
2013,"Public Works, Transportation & Commerce",Sprv Wastewater Cont Inspector,35674.51,6216.78,0,6317.96,4185.21,3453.95
2013,Public Protection,Firefighter,112889.82,44083.38,15760.66,21240.28,15683.42,2808.14
2013,Community Health,Registered Nurse,119129.47,0,9795.51,24100.24,12162.05,6879.63
2013,General Administration & Finance,Fire Alarm Dispatcher,0,0,0,0,0,17.86
2013,Community Health,Surgical Procedures Technician,71823.59,14610.65,4801.3,13192.55,12794.59,7479.67
2013,General Administration & Finance,Administrative Analyst,82030.13,0,0,14937.78,12801.79,6404.42
2013,"Public Works, Transportation & Commerce",Automotive Mechanic,79283.52,3412.13,6842.29,15958.41,12918.25,7367.12
2013,"Public Works, Transportation & Commerce",Transit Operator,5904,0,0,1517.92,1196.13,466.05
2013,Human Welfare & Neighborhood Development,Physician Specialist,123383.47,0,0,23428.97,9410.58,9313.91
2013,Culture & Recreation,Gardener,63934.2,947.57,320.79,12587.8,12918.24,5386.64
2013,Public Protection,Deputy Probation Officer,72020.52,0,0,12687.75,12918.24,1199.86
2013,Community Health,IS Administrator 2,78067.2,0,0,14216.14,12801.79,6235.34
2013,Human Welfare & Neighborhood Development,Senior Clerk Typist,60102.09,0,648,11937.33,12918.24,5020.84
2013,"Public Works, Transportation & Commerce",Transit Supervisor,88019.66,11196.17,8619.32,16420.71,12795.64,8942.66
2013,Community Health,Hospital Eligiblity Worker,72183.13,0,125,13144.63,12789.24,5963.44
2013,Culture & Recreation,IS Business Analyst,76627.31,0,0,15213.97,11482.88,6220.29
2013,Community Health,Health Worker 3,59792.5,643.57,2474.44,12067.89,11801.95,5195.87
2013,Community Health,Porter,52922.3,9700.13,2446.55,9753.04,12785.92,5389.54
2013,"Public Works, Transportation & Commerce",Transit Operator,55980.53,6628.35,2935.4,15993.08,11341.5,5149.92
2013,Community Health,IS Engineer-Senior,130038.08,0,11087,24912.06,12918.24,9779.81
2013,"Public Works, Transportation & Commerce","Stationary Eng, Sewage Plant",89000.28,0,7072.63,18805.92,12918.23,7997.17
2013,"Public Works, Transportation & Commerce",General Laborer,59878,388.63,564.3,11006.58,12801.77,5087.45
2013,"Public Works, Transportation & Commerce",Building Inspector,110296.57,537.31,1636.04,21451.4,12918.24,8768.24
2013,Public Protection,Police Officer 2,117705.01,33228.9,14764.6,20992.12,12924.88,2918.99
2013,"Public Works, Transportation & Commerce","Chf Stationary Eng, Sew Plant",107779.79,3300.46,8052.4,20560.45,12801.8,8888.08
2013,Community Health,Special Nurse,29978.5,0,4955.3,0,2606.52,2704.57
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,10805.61,0,440.33,0,5120.71,870.65
2013,Public Protection,Police Officer 2,116247.7,18862.71,12944.8,20732.22,12764.86,2497.47
2013,Community Health,Special Nurse,7522.5,0,631.9,2242.07,0,4149.58
2013,Community Health,Eligibility Worker,57857.15,8477.89,1443.14,10536.36,12777.48,5269.23
2013,"Public Works, Transportation & Commerce",Asst Engr,94276.01,0,0,17167.58,12801.78,7748.25
2013,Culture & Recreation,Camp Assistant,28.75,0,0,0,0,2.27
2013,Public Protection,Court Reporter,52100,0,27760.02,10087.6,6154.71,6327.73
2013,"Public Works, Transportation & Commerce","Stdntdsgntrain3, Arch/Eng/Plng",21834.61,0,0,3976.1,4909.06,1690.43
2013,Public Protection,Firefighter,112889.83,50204.9,19329.9,22491.87,15683.42,2947.57
2013,"Public Works, Transportation & Commerce",Eng/Arch/Landscape Arch Sr,153291.56,0,6257.77,30565.71,12918.25,10128.04
2013,Community Health,IT Operations Support Admin V,45936,0,0,9563.84,5262.99,3688.59
2013,Public Protection,Firefighter,116956.71,24333.91,24382.67,24893.18,15788.97,2706.1
2013,Community Health,Special Nurse,68499.48,0,3659.73,0,5777.24,5586.57
2013,"Public Works, Transportation & Commerce",Graphics Supervisor,79561.61,0,0,15665.01,12918.24,6423.85
2013,"Public Works, Transportation & Commerce",Sergeant 3,199.01,308.89,19.62,40.67,17.95,8.73
2013,Culture & Recreation,Swimming Instructor,2175.5,0,9.12,0,704.71,303.56
2013,Community Health,Special Nurse,64243.2,376.43,4969.18,0,6302.42,5768.65
2013,Public Protection,Sergeant 2,62544,3220.86,4684.85,12785.76,5741.44,1197.21
2013,"Public Works, Transportation & Commerce",Transit Operator,65331.87,27508.85,939.35,16961.2,13621.23,7125.21
2013,Community Health,Health Program Coordinator 1,58362.38,0,0,10627.85,9999.06,4504.25
2013,Public Protection,Community Police Services Aide,57152.67,1639.09,6935.94,11177,12801.78,4878.15
2013,"Public Works, Transportation & Commerce",Planner 5,14294.1,0,0,2052.44,1387.52,1106.65
2013,Public Protection,Police Officer,116478.01,0,1551.8,22196.68,12918.24,1892.19
2013,Public Protection,Firefighter,116956.75,40964.35,19680.88,24967.79,15788.97,2998.67
2013,"Public Works, Transportation & Commerce","Stationary Eng, Sewage Plant",89772.44,6983.03,11146.13,19322.8,12918.24,8759.67
2013,"Public Works, Transportation & Commerce",Sr Community Devl Spc 1,93420,0,0,18356.89,12918.24,7557.44
2013,Culture & Recreation,Custodian,52988.21,2272.46,1379.48,9843.68,12801.79,4483.17
2013,"Public Works, Transportation & Commerce",Plumbing Inspector,110296.56,0,5515.52,22186.33,12918.24,9389.67
2013,Human Welfare & Neighborhood Development,Senior Collections Officer,57550.4,0,20,10483.49,10475.31,4641.11
2013,Community Health,Porter,55026.02,0,5842.9,11436.48,12918.24,5004.29
2013,"Public Works, Transportation & Commerce",Cashier 2,47743.63,0,0,9887.73,12801.79,3927.62
2013,Public Protection,Social Worker,66435.72,0,0,13048.08,12734.94,5497.48
2013,Community Health,Manager VII,198541.93,0,0,38035.7,12918.24,10277.67
2013,Human Welfare & Neighborhood Development,Human Services Technician,21351,0,0,5299.36,5262.99,1707.3
2013,"Public Works, Transportation & Commerce",Transit Operator,49949.75,9578.56,796.49,13011.23,10214.72,4370.34
2013,Culture & Recreation,Gardener,23995.57,0,387.42,4440.14,4960.39,2086.35
2013,General Administration & Finance,Contract Compliance Officer 2,14175,0,0,3022.11,1435.36,1214.05
2013,Community Health,Diagnostic Imaging Tech I,100553.02,854.09,3453.56,18789.12,12849.06,8660.01
2013,Human Welfare & Neighborhood Development,Senior Eligibility Worker,75033.03,0,1280,14999.31,12918.24,5803.38
2013,Public Protection,Sergeant 3,11369,0,311.67,2024.61,956.91,197.07
2013,Culture & Recreation,Librarian 1,79222.07,0,1500,14699.44,12801.79,6770.18
2013,Community Health,Special Nurse,8783.25,0,25.1,1222.64,0,8058.9
2013,Human Welfare & Neighborhood Development,Social Worker,56867.22,0,0,11148.52,12619.81,4617.03
2013,Public Protection,Deputy Sheriff,94912.86,6320.92,7522.31,19582.36,12918.25,1833.39
2013,Public Protection,Police Officer 2,116584,38152.84,9664.89,20792.2,12801.79,2639.43
2013,Human Welfare & Neighborhood Development,PS Aide To Prof,38714,0,0,8017.63,12801.79,3095.49
2013,Public Protection,Firefighter,112889.8,77836.81,18550.19,22491.86,15683.42,3363.2
2013,Public Protection,Firefighter,115893.45,77585.51,21323.2,25089.56,15645.43,3649.14
2013,Human Welfare & Neighborhood Development,Senior Personnel Clerk,65364.06,0,0,11902.8,12801.79,5232.6
2013,Public Protection,Firefighter,101371.36,51991.08,14817.29,21302.36,13684.96,2686.26
2013,"Public Works, Transportation & Commerce",Transit Car Cleaner,56932.54,130.18,8039.29,11618.68,12381.73,5180.25
2013,Public Protection,Police Officer,32894.25,2574.91,4176.9,5868.13,3754.37,673.7
2013,"Public Works, Transportation & Commerce",Trans And Dist Line Worker,3873,36.31,0,685.9,492.36,263.59
2013,Community Health,Special Nurse,103093.59,960.93,3417.59,0,8982.96,8320.49
2013,"Public Works, Transportation & Commerce",PS Aide To Prof,17123.5,0,0,0,5662.32,1325.69
2013,"Public Works, Transportation & Commerce",Transit Operator,66756.83,24960.39,2890.08,17832.03,13918.3,7042.05
2013,Public Protection,Dist Atty Investigator (SFERS),34994.5,586.5,2099.67,7915.52,4282.16,627.29
2013,"Public Works, Transportation & Commerce",Transit Operator,23351.42,2119.4,510.3,5530.27,7034.78,1868.92
2013,"Public Works, Transportation & Commerce",Parts Storekeeper,62426.05,10378.03,3923.59,11497.98,12801.79,6269.97
2013,"Public Works, Transportation & Commerce",Housekeeper/Food Service Clnr,46745.1,0,1074.6,9681.01,12851.02,3990.73
2013,Community Health,Public Service Trainee,7860,0,0,0,2350.4,608.52
2013,Culture & Recreation,Public Service Trainee,4195.24,0,30.15,0,2486.5,327.12
2013,Public Protection,Emergency Services Coord IV,59902.37,3776.27,684.44,10908.28,7164.08,5301.74
2013,"Public Works, Transportation & Commerce",Transit Operator,65460.6,2813.15,1075.27,17029.22,13648.06,5441.32
2013,Community Health,Special Nurse,1557.33,0,113.27,-0.01,135.41,360.73
2013,General Administration & Finance,IS Programmer Analyst,68706.06,0,0,12511.42,12801.79,5608.56
2013,Public Protection,Police Officer 3,123467.22,19149.49,3470.11,23519.66,12918.24,2374.2
2013,Public Protection,Sheriff's Cadet,38142.01,9775.38,3809.13,8398.27,12801.79,4227.75
2013,"Public Works, Transportation & Commerce",Transit Operator,65155.66,9327.18,533.97,16814.64,13584.49,5405.1
2013,Public Protection,Senior Clerk Typist,60102.01,0,4163.44,12356.7,12918.24,5298.54
2013,"Public Works, Transportation & Commerce",Architectural Administrator,111774.1,0,0,19795.11,12801.79,9305.98
2013,"Public Works, Transportation & Commerce",Transit Operator,149.7,0,0,34.74,49.23,10.41
2013,Community Health,Special Nurse,27818.44,0,4510.73,2518.3,0,8601.13
2013,"Public Works, Transportation & Commerce",Manager IV,144279.01,0,0,25551.78,12801.79,18183
2013,Public Protection,Sr Payroll & Personnel Clerk,71162.03,8026.74,624,13072.28,12801.79,6646.72
2013,Community Health,Health Worker 3,61448.41,0,608.41,11300.64,12481.73,5120.43
2013,Community Health,Agricultural Inspector,58811.08,0,960,10884.28,12801.79,4773.62
2013,Community Health,Porter,54363.67,8216.79,2155.41,10801.19,12762.75,5309.77
2013,"Public Works, Transportation & Commerce","Bdcomm Mbr, Grp2,M=$25/Mtg",375,0,0,0,92.33,29.02
2013,General Administration & Finance,Planner 3,89361.07,0,0,16272.64,11500.07,7482.47
2013,General Administration & Finance,Custodian,16292.62,0,0,0,4542.18,1261.37
2013,Community Health,Pharmacy Technician,0,0,0,0,0,573.67
2013,"Public Works, Transportation & Commerce",Automotive Mechanic,73367.31,3635.06,12619.02,15087.33,12358.65,7447.08
2013,Public Protection,Sheriff's Property Keeper,20624.7,0,0,4271.37,0,1629.35
2013,"Public Works, Transportation & Commerce",Transit Fare Inspector,20330,813.44,2395.69,5171.96,4784.54,1836.18
2013,"Public Works, Transportation & Commerce",Transit Operator,65324.5,11785.53,5502.34,18132.46,13619.68,6484.42
2013,Culture & Recreation,Library Assistant,29188.6,0,733.76,5448.86,6456.28,2255.45
2013,Public Protection,Police Officer 2,117705,6652.42,20992.28,20992.12,12924.88,2467
2013,"Public Works, Transportation & Commerce",Senior Water Services Clerk,57235.61,2405.39,0,11267.43,12918.24,4685.31
2013,Public Protection,Sergeant 3,142106.21,12852.97,4948.44,25312.09,12801.79,2611.35
2013,Culture & Recreation,Camp Assistant,385.25,0,0,0,206.18,166.16
